tempo,voltagem,spike,corrente_sinaptica
84,-65.00,0,0.00
85,-65.00,0,0.00
86,-65.00,0,0.00
87,-65.00,0,0.00
88,-65.00,0,0.00
89,-65.00,0,0.00
90,-65.00,0,0.00
91,-65.00,0,0.00
92,-65.00,0,0.00
93,-65.00,0,0.00
94,-65.00,0,0.00
95,-65.00,0,0.00
96,-65.00,0,0.00
97,-65.00,0,0.00
98,-65.00,0,0.00
99,-65.00,0,0.00
100,-65.00,0,0.00
101,-65.00,0,0.00
102,-65.00,0,0.00
103,-65.00,0,0.00
104,-65.00,0,0.00
105,-65.00,0,0.00
106,-65.00,0,0.00
107,-65.00,0,0.00
108,-65.00,0,0.00
109,-65.00,0,0.00
110,-65.00,0,0.00
111,-65.00,0,0.00
112,-65.00,0,0.00
113,-65.00,0,0.00
114,-65.00,0,0.00
115,-65.00,0,0.00
116,-65.00,0,0.00
117,-65.00,0,0.00
118,-65.00,0,0.00
119,-65.00,0,0.00
120,-65.00,0,0.00
121,-65.00,0,0.00
122,-65.00,0,0.00
123,-65.00,0,0.00
124,-65.00,0,0.00
125,-65.00,0,0.00
126,-65.00,0,0.00
127,-65.00,0,0.00
128,-65.00,0,0.00
129,-65.00,0,0.00
130,-65.00,0,0.00
131,-65.00,0,0.00
132,-65.00,0,0.00
133,-65.00,0,0.00
134,-65.00,0,0.00
135,-65.00,0,0.00
136,-65.00,0,0.00
137,-65.00,0,0.00
138,-65.00,0,0.00
139,-65.00,0,0.00
140,-65.00,0,0.00
141,-65.00,0,0.00
142,-65.00,0,0.00
143,-65.00,0,0.00
144,-65.00,0,0.00
145,-65.00,0,0.00
146,-65.00,0,0.00
147,-65.00,0,0.00
148,-65.00,0,0.00
149,-65.00,0,0.00
150,-65.00,0,0.00
151,-65.00,0,0.00
152,-65.00,0,0.00
153,-65.00,0,0.00
154,-65.00,0,0.00
155,-65.00,0,0.00
156,-65.00,0,0.00
157,-65.00,0,0.00
158,-65.00,0,0.00
159,-65.00,0,0.00
160,-65.00,0,0.00
161,-65.00,0,0.00
162,-65.00,0,0.00
163,-65.00,0,0.00
164,-65.00,0,0.00
165,-65.00,0,0.00
166,-65.00,0,0.00
167,-65.00,0,0.00
168,-65.00,0,0.00
169,-65.00,0,0.00
170,-65.00,0,0.00
171,-65.00,0,0.00
172,-65.00,0,0.00
173,-65.00,0,0.00
174,-65.00,0,0.00
175,-65.00,0,0.00
176,-65.00,0,0.00
177,-65.00,0,0.00
178,-65.00,0,0.00
179,-65.00,0,0.00
180,-65.00,0,0.00
181,-65.00,0,0.00
182,-65.00,0,0.00
183,-65.00,0,0.00
184,-65.00,0,0.00
185,-65.00,0,0.00
186,-65.00,0,0.00
187,-65.00,0,0.00
188,-65.00,0,0.00
189,-65.00,0,0.00
190,-65.00,0,0.00
191,-65.00,0,0.00
192,-65.00,0,0.00
193,-65.00,0,0.00
194,-65.00,0,0.00
195,-65.00,0,0.00
196,-65.00,0,0.00
197,-65.00,0,0.00
198,-65.00,0,0.00
199,-65.00,0,0.00
200,-65.00,0,0.00
201,-65.00,0,0.00
202,-65.00,0,0.00
203,-65.00,0,0.00
204,-65.00,0,0.00
205,-65.00,0,0.00
206,-65.00,0,0.00
207,-65.00,0,0.00
208,-65.00,0,0.00
209,-65.00,0,0.00
210,-65.00,0,0.00
211,-65.00,0,0.00
212,-65.00,0,0.00
213,-65.00,0,0.00
214,-65.00,0,0.00
215,-65.00,0,0.00
216,-65.00,0,0.00
217,-65.00,0,0.00
218,-65.00,0,0.00
219,-65.00,0,0.00
220,-65.00,0,0.00
221,-65.00,0,0.00
222,-65.00,0,0.00
223,-65.00,0,0.00
224,-65.00,0,0.00
225,-65.00,0,0.00
226,-65.00,0,0.00
227,-65.00,0,0.00
228,-65.00,0,0.00
229,-65.00,0,0.00
230,-65.00,0,0.00
231,-65.00,0,0.00
232,-65.00,0,0.00
233,-65.00,0,0.00
234,-65.00,0,0.00
235,-65.00,0,0.00
236,-65.00,0,0.00
237,-65.00,0,0.00
238,-65.00,0,0.00
239,-65.00,0,0.00
240,-65.00,0,0.00
241,-65.00,0,0.00
242,-65.00,0,0.00
243,-65.00,0,0.00
244,-65.00,0,0.00
245,-65.00,0,0.00
246,-65.00,0,0.00
247,-65.00,0,0.00
248,-65.00,0,0.00
249,-65.00,0,0.00
250,-65.00,0,0.00
251,-65.00,0,0.00
252,-65.00,0,0.00
253,-65.00,0,0.00
254,-65.00,0,0.00
255,-65.00,0,0.00
256,-65.00,0,0.00
257,-65.00,0,0.00
258,-65.00,0,0.00
259,-65.00,0,0.00
260,-65.00,0,0.00
261,-65.00,0,0.00
262,-65.00,0,0.00
263,-65.00,0,0.00
264,-65.00,0,0.00
265,-65.00,0,0.00
266,-65.00,0,0.00
267,-65.00,0,0.00
268,-65.00,0,0.00
269,-65.00,0,0.00
270,-65.00,0,0.00
271,-65.00,0,0.00
272,-65.00,0,0.00
273,-65.00,0,0.00
274,-65.00,0,0.00
275,-65.00,0,0.00
276,-65.00,0,0.00
277,-64.00,0,200.00
278,-63.05,0,190.00
279,-62.16,0,180.50
280,-61.32,0,171.47
281,-60.52,0,162.90
282,-59.77,0,154.76
283,-59.06,0,147.02
284,-58.39,0,139.67
285,-57.76,0,132.68
286,-57.17,0,126.05
287,-56.61,0,119.75
288,-56.08,0,113.76
289,-55.59,0,108.07
290,-55.12,0,102.67
291,-54.68,0,97.53
292,-54.27,0,92.66
293,-53.88,0,88.03
294,-53.52,0,83.62
295,-53.18,0,79.44
296,-52.86,0,75.47
297,-52.57,0,71.70
298,-52.29,0,68.11
299,-52.03,0,64.71
300,-51.79,0,61.47
301,-51.56,0,58.40
302,-51.35,0,55.48
303,-51.15,0,52.70
304,-50.97,0,50.07
305,-50.81,0,47.57
306,-50.65,0,45.19
307,-50.51,0,42.93
308,-50.38,0,40.78
309,-50.26,0,38.74
310,-50.14,0,36.81
311,-50.04,0,34.96
312,-65.00,1,33.22
313,-64.84,0,31.56
314,-64.69,0,29.98
315,-64.55,0,28.48
316,-64.42,0,27.06
317,-64.29,0,25.70
318,-64.18,0,24.42
319,-64.06,0,23.20
320,-63.96,0,22.04
321,-63.86,0,20.93
322,-63.76,0,19.89
323,-63.68,0,18.89
324,-63.59,0,17.95
325,-63.51,0,17.05
326,-63.44,0,16.20
327,-63.37,0,15.39
328,-63.31,0,14.62
329,-63.25,0,13.89
330,-63.19,0,13.19
331,-63.14,0,12.53
332,-63.09,0,11.91
333,-63.04,0,11.31
334,-62.99,0,10.75
335,-62.95,0,10.21
336,-62.91,0,9.70
337,-62.88,0,9.21
338,-62.85,0,8.75
339,-62.82,0,8.32
340,-62.79,0,7.90
341,-62.76,0,7.50
342,-62.74,0,7.13
343,-62.71,0,6.77
344,-62.69,0,6.43
345,-62.67,0,6.11
346,-62.66,0,5.81
347,-62.64,0,5.52
348,-62.63,0,5.24
349,-62.61,0,4.98
350,-62.60,0,4.73
351,-62.59,0,4.49
352,-62.58,0,4.27
353,-62.57,0,4.06
354,-62.57,0,3.85
355,-62.56,0,3.66
356,-62.55,0,3.48
357,-62.55,0,3.30
358,-62.55,0,3.14
359,-62.54,0,2.98
360,-62.54,0,2.83
361,-62.54,0,2.69
362,-62.54,0,2.56
363,-62.54,0,2.43
364,-62.54,0,2.31
365,-62.54,0,2.19
366,-62.54,0,2.08
367,-62.55,0,1.98
368,-62.55,0,1.88
369,-62.55,0,1.78
370,-62.56,0,1.70
371,-62.56,0,1.61
372,-62.57,0,1.53
373,-62.57,0,1.45
374,-62.58,0,1.38
375,-62.58,0,1.31
376,-62.59,0,1.25
377,-62.59,0,1.18
378,-62.60,0,1.12
379,-62.61,0,1.07
380,-62.61,0,1.02
381,-62.62,0,0.96
382,-62.63,0,0.92
383,-62.64,0,0.87
384,-62.64,0,0.83
385,-62.65,0,0.79
386,-62.66,0,0.75
387,-62.67,0,0.71
388,-62.68,0,0.67
389,-62.68,0,0.64
390,-62.69,0,0.61
391,-62.70,0,0.58
392,-62.71,0,0.55
393,-62.72,0,0.52
394,-62.73,0,0.50
395,-62.74,0,0.47
396,-62.75,0,0.45
397,-62.75,0,0.42
398,-62.76,0,0.40
399,-62.77,0,0.38
